T	<m>	d<m>
2.260	0.684	0.090
2.260	-0.734	0.091
2.260	-0.161	0.072
2.260	-0.673	0.103
2.260	-0.612	0.100
2.260	-0.455	0.103
2.260	0.567	0.100
2.260	-0.580	0.113
2.260	0.685	0.092
2.260	0.652	0.096
2.260	0.604	0.115
2.260	0.506	0.115
2.260	-0.708	0.102
2.260	0.618	0.094
2.260	0.558	0.110
2.260	0.474	0.115
2.260	0.461	0.110
2.260	0.449	0.093
2.260	-0.439	0.128
2.260	0.643	0.104
2.260	0.564	0.108
2.260	-0.600	0.112
2.260	-0.662	0.105
2.260	0.614	0.096
2.260	-0.685	0.106
2.260	0.666	0.104
2.260	-0.658	0.102
2.260	0.234	0.117
2.260	0.591	0.098
2.260	-0.597	0.112
2.260	0.628	0.100
2.260	0.674	0.092
2.260	-0.492	0.103
2.260	0.700	0.103
2.260	-0.365	0.126
2.260	0.681	0.112
2.260	0.737	0.089
2.260	0.685	0.104
2.260	0.043	0.088
2.260	0.259	0.107
2.260	0.544	0.114
2.260	0.671	0.120
2.260	0.549	0.119
2.260	-0.587	0.108
2.260	-0.474	0.090
2.260	0.698	0.098
2.260	0.395	0.105
2.260	-0.610	0.103
2.260	0.587	0.116
2.260	0.584	0.109
2.260	-0.608	0.115
2.260	-0.605	0.116
2.260	0.506	0.113
2.260	0.576	0.123
2.260	-0.058	0.086
2.260	0.498	0.101
2.260	-0.567	0.091
2.260	-0.694	0.104
2.260	-0.546	0.094
2.260	-0.716	0.090
2.260	-0.702	0.097
2.260	0.472	0.118
2.260	0.617	0.096
2.260	-0.304	0.109
2.260	-0.677	0.105
2.260	-0.573	0.096
2.260	-0.382	0.120
2.260	-0.162	0.116
2.260	0.673	0.094
2.260	-0.626	0.109
2.260	0.616	0.098
2.260	-0.535	0.108
2.260	0.616	0.099
2.260	-0.682	0.100
2.260	0.517	0.103
2.260	0.378	0.112
2.260	-0.619	0.111
2.260	0.695	0.099
2.260	-0.612	0.102
2.260	0.599	0.114
2.260	0.617	0.113
2.260	0.367	0.116
2.260	-0.677	0.100
2.260	0.562	0.108
2.260	-0.625	0.110
2.260	0.676	0.091
2.260	0.584	0.093
2.260	-0.487	0.077
2.260	0.193	0.100
2.260	0.553	0.105
2.260	-0.552	0.104
2.260	0.452	0.112
2.260	-0.350	0.106
2.260	-0.449	0.102
2.260	-0.715	0.087
2.260	0.625	0.107
2.260	0.739	0.089
2.260	0.257	0.107
2.260	-0.694	0.099
2.260	0.605	0.112
2.260	0.323	0.105
2.260	-0.600	0.113
2.260	-0.693	0.099
2.260	-0.002	0.072
2.260	0.596	0.124
2.260	0.192	0.107
2.260	-0.623	0.108
2.260	-0.543	0.105
2.260	-0.746	0.102
2.260	0.652	0.093
2.260	-0.619	0.108
2.260	-0.431	0.108
2.260	-0.600	0.126
2.260	0.394	0.105
2.260	-0.642	0.113
2.260	-0.592	0.104
2.260	0.723	0.088
2.260	0.617	0.100
2.260	-0.578	0.094
2.260	-0.235	0.089
2.260	-0.531	0.128
2.260	-0.576	0.108
2.260	-0.574	0.109
2.260	-0.496	0.107
2.260	-0.615	0.120
2.260	0.632	0.103
2.260	0.687	0.107
2.260	-0.680	0.097
2.260	-0.556	0.091
2.260	-0.536	0.095
2.260	-0.632	0.095
2.260	0.667	0.087
2.260	-0.654	0.106
2.260	-0.675	0.104
2.260	-0.398	0.090
2.260	-0.716	0.092
2.260	-0.649	0.102
2.260	0.633	0.115
2.260	-0.679	0.112
2.260	0.701	0.108
2.260	0.597	0.093
2.260	-0.718	0.088
2.260	-0.624	0.115
2.260	0.372	0.121
2.260	0.418	0.108
2.260	0.623	0.100
2.260	0.650	0.104
2.260	-0.652	0.108
2.260	0.625	0.113
2.260	-0.711	0.098
2.260	0.649	0.101
2.260	0.526	0.096
2.260	-0.691	0.099
2.260	-0.701	0.094
2.260	-0.460	0.110
2.260	0.721	0.098
2.260	0.613	0.102
2.260	0.356	0.100
2.260	0.576	0.115
2.260	0.460	0.110
2.260	-0.308	0.084
2.260	-0.656	0.105
2.260	0.556	0.124
2.260	-0.705	0.107
2.260	-0.366	0.082
2.260	-0.401	0.116
2.260	0.505	0.117
2.260	-0.612	0.094
2.260	0.509	0.106
2.260	0.533	0.113
2.260	-0.709	0.106
2.260	-0.243	0.113
2.260	-0.639	0.096
2.260	-0.652	0.105
2.260	-0.537	0.111
2.260	-0.559	0.108
2.260	0.622	0.113
2.260	-0.534	0.090
2.260	-0.643	0.110
2.260	0.314	0.119
2.260	0.636	0.111
2.260	0.436	0.100
2.260	-0.709	0.095
2.260	-0.262	0.089
2.260	-0.528	0.096
2.260	0.515	0.102
2.260	0.457	0.101
2.260	-0.467	0.104
2.260	-0.695	0.087
2.260	-0.323	0.115
2.260	0.500	0.105
2.260	-0.093	0.071
2.260	-0.595	0.111
2.260	0.527	0.116
2.260	0.669	0.092
2.260	-0.429	0.109
2.260	-0.535	0.104
2.260	-0.531	0.108
2.260	0.651	0.094
2.260	0.522	0.125
2.260	-0.466	0.104
2.260	0.010	0.078
2.260	0.695	0.104
2.260	0.702	0.106
2.260	0.668	0.097
2.260	-0.702	0.103
2.260	0.075	0.082
2.260	-0.283	0.073
2.260	0.544	0.097
2.260	-0.627	0.112
2.260	-0.626	0.095
2.260	0.625	0.112
2.260	0.662	0.104
2.260	0.546	0.116
2.260	-0.577	0.108
2.260	-0.425	0.122
2.260	0.180	0.115
2.260	0.637	0.094
2.260	0.479	0.121
2.260	0.438	0.088
2.260	-0.613	0.114
2.260	-0.175	0.107
2.260	-0.608	0.103
2.260	-0.630	0.098
2.260	0.132	0.078
2.260	-0.686	0.108
2.260	-0.662	0.108
2.260	-0.563	0.114
2.260	-0.638	0.116
2.260	0.586	0.103
2.260	-0.708	0.101
2.260	0.581	0.121
2.260	0.442	0.103
2.260	0.516	0.108
2.260	-0.547	0.120
2.260	-0.573	0.113
2.260	0.715	0.096
2.260	0.478	0.103
2.260	-0.709	0.096
2.260	-0.362	0.105
2.260	-0.600	0.106
2.260	0.631	0.111
2.260	0.629	0.115
2.260	0.430	0.110
2.260	0.523	0.107
2.260	0.065	0.106
2.260	0.548	0.091
2.260	0.654	0.105
2.260	0.641	0.117
2.260	0.538	0.119
2.260	-0.619	0.101
2.260	0.599	0.109
2.260	-0.669	0.122
2.260	-0.647	0.095
2.260	-0.686	0.101
2.260	0.607	0.105
2.260	0.625	0.105
2.260	0.683	0.104
2.260	0.673	0.099
2.260	0.700	0.095
2.260	-0.216	0.109
2.260	-0.725	0.095
2.260	-0.700	0.105
2.260	-0.609	0.098
2.260	-0.612	0.105
2.260	0.423	0.101
2.260	-0.621	0.095
2.260	-0.455	0.108
2.260	0.420	0.097
2.260	-0.337	0.105
2.260	-0.641	0.092
2.260	-0.597	0.089
2.260	0.519	0.126
2.260	0.660	0.102
2.260	-0.554	0.106
2.260	0.646	0.116
2.260	-0.545	0.117
2.260	0.495	0.118
2.260	0.671	0.099
2.260	-0.716	0.098
2.260	-0.499	0.104
2.260	-0.219	0.071
2.260	0.480	0.114
2.260	0.694	0.098
2.260	-0.601	0.103
2.260	0.668	0.099
2.260	0.626	0.089
2.260	-0.762	0.095
2.260	-0.574	0.088
2.260	-0.712	0.089
2.260	-0.528	0.124
2.260	-0.369	0.112
2.260	0.708	0.101
2.260	-0.611	0.102
2.260	-0.636	0.109
2.260	-0.382	0.107
2.260	-0.709	0.094
2.260	-0.692	0.113
2.260	-0.405	0.114
2.260	-0.623	0.113
2.260	-0.612	0.107
2.260	-0.487	0.098
2.260	-0.522	0.102
2.260	-0.649	0.119
2.260	-0.136	0.089
2.260	0.558	0.109
2.260	-0.515	0.108
2.260	-0.402	0.097
2.260	-0.543	0.122
2.260	-0.413	0.114
2.260	0.606	0.103
2.260	-0.395	0.107
2.260	-0.707	0.098
2.260	0.382	0.098
2.260	-0.697	0.109
2.260	0.581	0.112
2.260	-0.277	0.099
2.260	0.582	0.097
2.260	0.667	0.110
2.260	0.704	0.091
2.260	-0.446	0.088
2.260	-0.695	0.112
2.260	0.655	0.110
2.260	-0.569	0.110
2.260	-0.686	0.095
2.260	0.406	0.098
2.260	-0.700	0.107
2.260	-0.668	0.103
2.260	0.547	0.109
2.260	-0.626	0.102
2.260	-0.721	0.102
2.260	0.263	0.107
2.260	-0.588	0.121
2.260	-0.587	0.106
2.260	0.657	0.097
2.260	-0.638	0.109
2.260	-0.200	0.106
2.260	0.506	0.098
2.260	-0.040	0.078
2.260	0.452	0.091
2.260	0.653	0.116
2.260	0.676	0.099
2.260	0.555	0.113
2.260	0.170	0.080
2.260	0.649	0.104
2.260	0.458	0.116
2.260	-0.594	0.104
2.260	-0.713	0.092
2.260	-0.258	0.081
2.260	-0.338	0.120
2.260	-0.546	0.109
2.260	-0.621	0.101
2.260	-0.584	0.105
2.260	0.307	0.104
2.260	-0.585	0.098
2.260	0.007	0.068
2.260	-0.642	0.109
2.260	-0.625	0.105
2.260	0.015	0.075
2.260	0.642	0.113
2.260	-0.609	0.090
2.260	-0.685	0.101
2.260	-0.311	0.081
2.260	-0.495	0.102
2.260	0.639	0.108
2.260	0.697	0.093
2.260	-0.672	0.089
2.260	0.686	0.108
2.260	-0.564	0.121
2.260	0.276	0.103
2.260	0.542	0.101
2.260	-0.524	0.114
2.260	0.280	0.093
2.260	-0.415	0.097
2.260	0.593	0.104
2.260	0.512	0.126
2.260	-0.091	0.098
2.260	0.488	0.124
2.260	-0.549	0.096
2.260	0.387	0.088
2.260	-0.507	0.095
2.260	0.364	0.085
2.260	0.557	0.094
2.260	0.610	0.114
2.260	-0.631	0.106
2.260	0.341	0.122
2.260	-0.687	0.101
2.260	-0.652	0.087
2.260	-0.614	0.105
2.260	-0.670	0.104
2.260	-0.646	0.105
2.260	0.510	0.126
2.260	0.677	0.108
2.260	0.528	0.111
2.260	-0.235	0.116
2.260	0.619	0.105
2.260	-0.322	0.092
2.260	-0.605	0.103
2.260	-0.292	0.081
2.260	-0.481	0.127
2.260	-0.303	0.109
2.260	0.357	0.107
2.260	-0.559	0.107
2.260	0.332	0.093
2.260	-0.541	0.123
2.260	-0.352	0.087
2.260	0.110	0.103
2.260	0.451	0.127
2.260	-0.524	0.093
2.260	0.597	0.100
2.260	-0.581	0.105
2.260	0.529	0.119
2.260	-0.546	0.112
2.260	-0.405	0.106
2.260	-0.685	0.114
2.260	0.678	0.097
2.260	-0.544	0.114
2.260	0.310	0.082
2.260	-0.572	0.090
2.260	0.548	0.114
2.260	0.609	0.100
2.260	-0.623	0.110
2.260	-0.735	0.105
2.260	0.578	0.116
2.260	0.677	0.104
2.260	-0.706	0.095
2.260	-0.612	0.103
2.260	-0.433	0.106
2.260	0.593	0.101
2.260	-0.326	0.099
2.260	0.164	0.070
2.260	0.638	0.102
2.260	0.672	0.096
2.260	0.609	0.099
2.260	-0.456	0.095
2.260	-0.628	0.108
2.260	-0.534	0.115
2.260	-0.263	0.082
2.260	0.160	0.086
2.260	0.601	0.094
2.260	0.027	0.093
2.260	0.463	0.103
2.260	-0.416	0.117
2.260	-0.573	0.112
2.260	0.704	0.094
2.260	-0.383	0.099
2.260	0.607	0.103
2.260	-0.597	0.102
2.260	0.740	0.091
2.260	-0.304	0.115
2.260	-0.602	0.103
2.260	-0.637	0.112
2.260	-0.667	0.100
2.260	-0.644	0.101
2.260	0.694	0.094
2.260	-0.557	0.106
2.260	0.399	0.095
2.260	-0.048	0.101
2.260	0.364	0.117
2.260	0.179	0.088
2.260	-0.341	0.121
2.260	0.489	0.112
2.260	-0.710	0.096
2.260	0.628	0.088
2.260	-0.580	0.114
2.260	-0.609	0.111
2.260	-0.520	0.098
2.260	-0.606	0.087
2.260	0.604	0.108
2.260	-0.576	0.110
2.260	-0.621	0.102
2.260	-0.593	0.103
2.260	0.430	0.118
2.260	0.513	0.123
2.260	-0.594	0.118
2.260	-0.243	0.111
2.260	0.698	0.101
2.260	-0.311	0.108
2.260	0.461	0.118
2.260	0.616	0.091
2.260	0.666	0.104
2.260	0.547	0.103
2.260	-0.379	0.119
2.260	-0.658	0.109
2.260	-0.522	0.115
2.260	0.383	0.098
2.260	0.491	0.088
2.260	-0.542	0.096
2.260	-0.445	0.099
2.260	-0.515	0.107
2.260	0.621	0.110
2.260	0.589	0.114
2.260	0.219	0.099
2.260	0.674	0.107
2.260	-0.676	0.099
2.260	-0.610	0.092
2.260	-0.602	0.101
2.260	-0.415	0.107
2.260	0.667	0.096
2.260	-0.262	0.099
2.260	-0.670	0.102
2.260	0.482	0.121
2.260	-0.679	0.106
2.260	0.612	0.111
2.260	0.316	0.094
2.260	0.340	0.089
2.260	0.449	0.111
2.260	-0.574	0.096
2.260	0.371	0.115
2.260	0.356	0.107
2.260	0.687	0.100
2.260	0.640	0.098
2.260	0.500	0.106
2.260	-0.678	0.096
2.260	0.676	0.090
2.260	-0.587	0.106
2.260	-0.565	0.099
2.260	-0.735	0.096
2.260	0.612	0.104
2.260	0.391	0.089
2.260	-0.325	0.096
2.260	-0.669	0.112
2.260	0.502	0.109
2.260	0.564	0.126
2.260	0.596	0.108
2.260	0.637	0.100
2.260	0.667	0.102
2.260	0.401	0.105
2.260	-0.569	0.083
2.260	-0.670	0.096
2.260	0.553	0.104
2.260	0.597	0.097
2.260	0.565	0.095
2.260	-0.541	0.108
2.260	0.621	0.099
2.260	0.677	0.110
2.260	-0.677	0.095
2.260	0.669	0.106
2.260	0.515	0.100
2.260	-0.551	0.106
2.260	-0.641	0.092
2.260	-0.593	0.118
2.260	-0.592	0.109
2.260	-0.627	0.102
2.260	-0.270	0.066
2.260	0.586	0.097
2.260	-0.542	0.122
2.260	0.465	0.107
2.260	-0.519	0.108
2.260	-0.567	0.100
2.260	-0.671	0.097
2.260	0.378	0.095
2.260	0.490	0.099
2.260	-0.500	0.110
2.260	0.249	0.077
2.260	-0.442	0.119
2.260	-0.112	0.074
2.260	-0.707	0.092
2.260	0.221	0.109
2.260	-0.637	0.119
2.260	0.512	0.099
2.260	-0.476	0.101
2.260	-0.383	0.117
2.260	0.015	0.080
2.260	0.604	0.093
2.260	0.586	0.087
2.260	-0.568	0.098
2.260	0.414	0.108
2.260	0.552	0.102
2.260	0.034	0.097
2.260	-0.496	0.117
2.260	0.369	0.078
2.260	-0.685	0.098
2.260	0.574	0.120
2.260	-0.250	0.100
2.260	0.698	0.108
2.260	-0.572	0.101
2.260	0.546	0.122
2.260	-0.701	0.097
2.260	0.663	0.112
2.260	-0.573	0.108
2.260	-0.434	0.111
2.260	0.637	0.111
2.260	-0.655	0.109
2.260	0.496	0.093
2.260	0.639	0.110
2.260	-0.219	0.095
2.260	-0.684	0.114
2.260	0.590	0.104
2.260	-0.585	0.111
2.260	-0.666	0.088
2.260	-0.658	0.100
2.260	-0.349	0.095
2.260	-0.663	0.101
2.260	0.681	0.093
2.260	-0.605	0.090
2.260	0.452	0.108
2.260	0.579	0.104
2.260	-0.515	0.095
2.260	-0.505	0.095
2.260	-0.516	0.093
2.260	0.452	0.117
2.260	0.328	0.085
2.260	-0.501	0.100
2.260	0.606	0.114
2.260	-0.216	0.093
2.260	0.673	0.108
2.260	-0.533	0.116
2.260	-0.647	0.113
2.260	0.583	0.111
2.260	-0.515	0.133
2.260	0.598	0.101
2.260	0.587	0.103
2.260	-0.668	0.093
2.260	0.654	0.109
2.260	-0.570	0.110
2.260	-0.529	0.119
2.260	0.706	0.099
2.260	-0.114	0.091
2.260	-0.506	0.095
2.260	-0.479	0.133
2.260	-0.631	0.095
2.260	-0.640	0.110
2.260	-0.565	0.118
2.260	0.596	0.096
2.260	0.630	0.101
2.260	0.632	0.118
2.260	0.496	0.103
2.260	-0.624	0.098
2.260	-0.142	0.101
2.260	0.551	0.110
2.260	-0.376	0.097
2.260	-0.650	0.097
2.260	-0.545	0.127
2.260	0.692	0.098
2.260	0.484	0.111
2.260	0.456	0.116
2.260	0.536	0.115
2.260	0.446	0.084
2.260	-0.372	0.112
2.260	-0.339	0.115
2.260	-0.369	0.105
2.260	-0.177	0.104
2.260	-0.376	0.112
2.260	-0.653	0.110
2.260	0.630	0.118
2.260	0.592	0.113
2.260	0.461	0.094
2.260	-0.695	0.091
2.260	-0.395	0.112
2.260	-0.694	0.103
2.260	0.372	0.081
2.260	-0.691	0.094
2.260	-0.261	0.082
2.260	0.595	0.098
2.260	-0.715	0.106
2.260	0.334	0.088
2.260	0.674	0.096
2.260	0.407	0.109
2.260	0.594	0.098
2.260	-0.507	0.107
2.260	-0.428	0.112
2.260	0.622	0.111
2.260	-0.705	0.099
2.260	0.561	0.112
2.260	0.632	0.083
2.260	0.624	0.091
2.260	0.594	0.118
2.260	0.552	0.096
2.260	-0.358	0.101
2.260	-0.676	0.103
2.260	-0.646	0.106
2.260	-0.653	0.092
2.260	0.580	0.102
2.260	-0.682	0.099
2.260	-0.591	0.105
2.260	-0.668	0.098
2.260	0.685	0.095
2.260	0.685	0.093
2.260	0.599	0.091
2.260	-0.604	0.106
2.260	-0.640	0.099
2.260	-0.321	0.090
2.260	0.546	0.099
2.260	0.291	0.089
2.260	-0.652	0.090
2.260	-0.005	0.100
2.260	0.585	0.121
2.260	0.600	0.114
2.260	0.622	0.115
2.260	-0.670	0.104
2.260	-0.627	0.113
2.260	0.054	0.071
2.260	0.364	0.101
2.260	0.618	0.105
2.260	0.609	0.099
2.260	-0.644	0.099
2.260	0.564	0.104
2.260	0.508	0.120
2.260	-0.650	0.104
2.260	0.582	0.125
2.260	0.496	0.105
2.260	-0.467	0.097
2.260	0.325	0.094
2.260	0.631	0.115
2.260	0.483	0.132
2.260	-0.670	0.096
2.260	-0.655	0.112
2.260	-0.594	0.122
2.260	0.495	0.112
2.260	-0.623	0.116
2.260	0.268	0.102
2.260	0.511	0.111
2.260	0.220	0.107
2.260	-0.559	0.110
2.260	0.437	0.093
2.260	0.622	0.098
2.260	-0.697	0.101
2.260	0.297	0.083
2.260	0.680	0.099
2.260	-0.622	0.123
2.260	0.522	0.099
2.260	-0.639	0.096
2.260	-0.515	0.106
2.260	-0.203	0.085
2.260	0.345	0.105
2.260	0.634	0.101
2.260	0.718	0.106
2.260	0.660	0.107
2.260	-0.633	0.096
2.260	-0.611	0.106
2.260	-0.581	0.113
2.260	-0.552	0.121
2.260	0.412	0.111
2.260	-0.653	0.103
2.260	-0.641	0.102
2.260	0.552	0.099
2.260	0.564	0.107
2.260	0.062	0.088
2.260	-0.182	0.086
2.260	-0.682	0.105
2.260	-0.343	0.121
2.260	0.272	0.078
2.260	0.700	0.108
2.260	-0.457	0.104
2.260	0.557	0.107
2.260	0.680	0.114
2.260	-0.582	0.108
2.260	-0.469	0.116
2.260	-0.475	0.115
2.260	0.599	0.109
2.260	0.593	0.104
2.260	-0.374	0.102
2.260	0.635	0.091
2.260	0.661	0.103
2.260	-0.690	0.098
2.260	-0.553	0.099
2.260	-0.550	0.114
2.260	0.587	0.108
2.260	-0.380	0.110
2.260	-0.717	0.098
2.260	0.709	0.094
2.260	-0.666	0.101
2.260	-0.681	0.094
2.260	-0.620	0.101
2.260	0.731	0.091
2.260	-0.060	0.075
2.260	-0.545	0.098
2.260	0.706	0.102
2.260	0.701	0.105
2.260	0.707	0.110
2.260	0.661	0.087
2.260	-0.683	0.089
2.260	-0.685	0.086
2.260	-0.581	0.103
2.260	-0.684	0.100
2.260	-0.600	0.100
2.260	0.658	0.112
2.260	0.406	0.107
2.260	0.586	0.101
2.260	-0.625	0.104
2.260	-0.688	0.100
2.260	0.698	0.095
2.260	0.646	0.107
2.260	-0.636	0.100
2.260	-0.553	0.107
2.260	-0.653	0.101
2.260	-0.608	0.111
2.260	0.426	0.098
2.260	-0.717	0.088
2.260	0.676	0.102
2.260	-0.156	0.082
2.260	-0.531	0.116
2.260	0.617	0.098
2.260	0.516	0.115
2.260	0.706	0.097
2.260	0.447	0.103
2.260	0.636	0.102
2.260	-0.647	0.106
2.260	0.505	0.097
2.260	-0.594	0.105
2.260	0.547	0.097
2.260	0.102	0.082
2.260	0.157	0.100
2.260	0.469	0.097
2.260	-0.329	0.110
2.260	-0.248	0.073
2.260	-0.407	0.100
2.260	0.642	0.115
2.260	0.660	0.109
2.260	0.101	0.125
2.260	0.253	0.106
2.260	-0.104	0.076
2.260	-0.415	0.103
2.260	-0.614	0.103
2.260	-0.380	0.095
2.260	0.543	0.102
2.260	-0.553	0.099
2.260	-0.535	0.109
2.260	-0.621	0.110
2.260	0.646	0.100
2.260	-0.678	0.097
2.260	-0.499	0.111
2.260	-0.626	0.099
2.260	-0.429	0.104
2.260	-0.493	0.096
2.260	0.683	0.092
2.260	-0.306	0.090
2.260	0.567	0.123
2.260	-0.587	0.108
2.260	-0.323	0.084
2.260	-0.534	0.112
2.260	0.345	0.109
2.260	-0.612	0.093
2.260	0.614	0.123
2.260	0.239	0.108
2.260	0.390	0.104
2.260	0.355	0.107
2.260	0.716	0.092
2.260	-0.483	0.090
2.260	-0.522	0.124
2.260	0.695	0.100
2.260	0.488	0.094
2.260	0.525	0.111
2.260	0.591	0.121
2.260	-0.719	0.095
2.260	0.605	0.106
2.260	0.758	0.091
2.260	0.627	0.099
2.260	-0.632	0.094
2.260	0.684	0.115
2.260	-0.520	0.119
2.260	0.675	0.111
2.260	-0.550	0.106
2.260	0.489	0.093
2.260	0.643	0.098
2.260	0.567	0.095
2.260	-0.494	0.108
2.260	-0.572	0.106
2.260	-0.555	0.091
2.260	-0.572	0.107
2.260	0.641	0.094
2.260	-0.589	0.098
2.260	-0.553	0.104
2.260	-0.611	0.108
2.260	-0.674	0.092
2.260	-0.481	0.102
2.260	-0.700	0.100
2.260	0.724	0.091
2.260	-0.585	0.108
2.260	-0.583	0.099
2.260	0.617	0.099
2.260	0.334	0.110
2.260	0.675	0.114
2.260	0.489	0.085
2.260	-0.471	0.121
2.260	0.698	0.121
2.260	0.446	0.101
2.260	-0.691	0.102
2.260	0.101	0.081
2.260	-0.702	0.103
2.260	0.684	0.104
2.260	-0.607	0.120
2.260	0.649	0.115
2.260	0.444	0.106
2.260	0.324	0.131
2.260	-0.469	0.118
2.260	-0.650	0.113
2.260	-0.650	0.093
2.260	-0.576	0.106
2.260	0.566	0.130
2.260	-0.661	0.103
2.260	0.564	0.102
2.260	-0.648	0.094
2.260	-0.276	0.102
2.260	0.565	0.098
2.260	0.682	0.119
2.260	-0.669	0.102
2.260	0.657	0.100
2.260	0.599	0.102
2.260	0.520	0.115
2.260	-0.705	0.096
2.260	-0.508	0.100
2.260	-0.682	0.108
2.260	0.687	0.108
2.260	0.632	0.094
2.260	-0.553	0.107
2.260	0.400	0.098
2.260	0.525	0.114
2.260	0.553	0.124
2.260	0.129	0.090
2.260	0.247	0.077
2.260	0.418	0.089
2.260	-0.657	0.105
2.260	-0.679	0.098
2.260	0.533	0.112
2.260	-0.696	0.091
2.260	0.723	0.094
2.260	0.713	0.101
2.260	0.583	0.102
2.260	-0.610	0.113
2.260	0.202	0.081
2.260	0.587	0.116
2.260	-0.506	0.116
2.260	0.389	0.078
2.260	0.523	0.120
2.260	0.707	0.100
2.260	-0.270	0.096
2.260	-0.615	0.116
2.260	-0.519	0.109
2.260	-0.546	0.107
2.260	-0.484	0.113
2.260	-0.670	0.095
2.260	-0.580	0.129
2.260	0.703	0.105
2.260	-0.316	0.113
2.260	0.593	0.113
2.260	0.348	0.086
2.260	0.706	0.095
2.260	-0.684	0.087
2.260	0.666	0.103
2.260	0.600	0.104
2.260	0.105	0.076
2.260	-0.710	0.092
2.260	0.667	0.098
2.260	0.733	0.090
2.260	-0.590	0.113
2.260	0.579	0.122
2.260	-0.636	0.106
2.260	0.473	0.094
2.260	-0.544	0.114
2.260	-0.642	0.108
2.260	0.474	0.107
2.260	0.648	0.093
2.260	-0.704	0.101
2.260	-0.670	0.103
2.260	0.449	0.113
2.260	-0.637	0.101
2.260	0.500	0.120
2.260	0.650	0.106
2.260	-0.378	0.082
2.260	-0.550	0.114
2.260	0.035	0.101
2.260	0.542	0.099
2.260	-0.455	0.104
2.260	-0.678	0.093
2.260	-0.695	0.087
2.260	0.244	0.106
2.260	-0.626	0.104
2.260	0.601	0.109
2.260	-0.664	0.108
2.260	0.706	0.099
2.260	-0.419	0.098
2.260	0.608	0.124
2.260	-0.598	0.103
2.260	0.738	0.088
2.260	-0.515	0.090
2.260	0.681	0.093
2.260	-0.678	0.102
2.260	0.729	0.096
2.260	-0.700	0.101
2.260	0.432	0.105
2.260	-0.210	0.086
2.260	-0.556	0.111
2.260	0.686	0.094
2.260	-0.647	0.101
2.260	-0.425	0.105
2.260	-0.272	0.102
2.260	0.626	0.095
2.260	-0.570	0.098
2.260	0.106	0.104
2.260	-0.707	0.111
2.260	0.629	0.114
2.260	-0.617	0.102
2.260	-0.514	0.110
2.260	0.677	0.107
2.260	-0.586	0.103
2.260	-0.539	0.130
2.260	0.521	0.110
2.260	-0.559	0.114
2.260	0.648	0.106
2.260	-0.594	0.097
2.260	0.671	0.100
2.260	0.552	0.105
2.260	0.014	0.065
2.260	0.571	0.098
2.260	0.122	0.116
2.260	0.517	0.114
2.260	0.576	0.105
2.260	-0.625	0.101
2.260	-0.677	0.104
2.260	0.365	0.093
2.260	-0.646	0.109
2.260	0.631	0.103
2.260	-0.722	0.112
2.260	-0.194	0.104
2.260	0.714	0.094
2.260	-0.585	0.116
2.260	-0.657	0.100
2.260	-0.550	0.123
2.260	-0.700	0.086
2.260	0.501	0.117
2.260	0.610	0.106
2.260	0.529	0.123
2.260	0.549	0.110
2.260	-0.491	0.107
2.260	-0.622	0.092
2.260	-0.493	0.123
2.260	-0.647	0.091
2.260	-0.672	0.107
2.260	0.712	0.095
2.260	-0.361	0.129
2.260	0.595	0.116
2.260	-0.417	0.087
2.260	0.603	0.107
2.260	-0.653	0.101
2.260	0.634	0.097
2.260	-0.372	0.107
2.260	0.662	0.099
2.260	0.676	0.094
2.260	-0.497	0.115
2.260	-0.639	0.115
2.260	-0.407	0.109
2.260	0.668	0.103
2.260	0.560	0.098
2.260	-0.519	0.112
2.260	-0.563	0.099
2.260	0.606	0.109
2.260	-0.649	0.111
2.260	-0.664	0.113
2.260	0.633	0.101
2.260	0.325	0.118
2.260	-0.341	0.114
2.260	0.391	0.120
2.260	-0.695	0.107
2.260	0.370	0.112
2.260	-0.651	0.117
2.260	0.534	0.107
2.260	-0.385	0.099
2.260	0.179	0.086
2.260	-0.509	0.120
2.260	0.576	0.099
2.260	0.268	0.114
2.260	-0.647	0.101
2.260	0.602	0.125
2.260	0.708	0.096
2.260	0.640	0.115
2.260	-0.721	0.090
2.260	0.234	0.093
2.260	0.243	0.080
2.260	0.048	0.083
2.260	-0.474	0.119
2.260	-0.484	0.115
2.260	-0.679	0.110
2.260	-0.382	0.089
2.260	0.554	0.110
2.260	-0.667	0.095
2.260	-0.476	0.117
2.260	-0.707	0.086
2.260	0.694	0.101
2.260	0.503	0.112
2.260	0.666	0.094
2.260	0.546	0.100
2.260	-0.353	0.116
2.260	0.361	0.107
2.260	-0.641	0.128
2.260	0.567	0.117
2.260	0.692	0.091
2.260	-0.543	0.104
2.260	0.656	0.095
2.260	0.476	0.124
2.260	0.459	0.103
2.260	-0.548	0.109
2.260	-0.583	0.112
2.260	0.654	0.104
2.260	0.112	0.090
2.260	0.688	0.090
2.260	-0.257	0.111
2.260	0.611	0.105
2.260	0.685	0.090
2.260	0.528	0.115
2.260	0.700	0.096
2.260	-0.706	0.105
2.260	0.576	0.117
2.260	0.645	0.088
2.260	0.707	0.108
2.260	-0.620	0.097
2.260	-0.647	0.110
2.260	-0.663	0.124
2.260	-0.638	0.107
2.260	-0.638	0.107
2.260	-0.557	0.115
2.260	0.597	0.096
2.260	-0.578	0.102
2.260	0.558	0.118
2.260	-0.220	0.085
2.260	-0.602	0.097
