T	<e>	d<e>
2.260	-1.418	0.108
2.260	-1.447	0.112
2.260	-1.388	0.112
2.260	-1.384	0.110
2.260	-1.411	0.108
2.260	-1.429	0.092
2.260	-1.392	0.098
2.260	-1.389	0.118
2.260	-1.425	0.096
2.260	-1.424	0.125
2.260	-1.387	0.112
2.260	-1.363	0.116
2.260	-1.427	0.111
2.260	-1.413	0.108
2.260	-1.446	0.095
2.260	-1.295	0.080
2.260	-1.432	0.116
2.260	-1.303	0.091
2.260	-1.424	0.107
2.260	-1.386	0.104
2.260	-1.412	0.109
2.260	-1.425	0.121
2.260	-1.406	0.109
2.260	-1.462	0.102
2.260	-1.344	0.081
2.260	-1.463	0.100
2.260	-1.406	0.102
2.260	-1.337	0.099
2.260	-1.418	0.121
2.260	-1.374	0.095
2.260	-1.366	0.101
2.260	-1.378	0.106
2.260	-1.420	0.104
2.260	-1.414	0.111
2.260	-1.433	0.106
2.260	-1.458	0.098
2.260	-1.448	0.103
2.260	-1.429	0.119
2.260	-1.425	0.107
2.260	-1.325	0.066
2.260	-1.320	0.107
2.260	-1.341	0.104
2.260	-1.346	0.091
2.260	-1.465	0.091
2.260	-1.439	0.124
2.260	-1.458	0.100
2.260	-1.428	0.091
2.260	-1.428	0.123
2.260	-1.408	0.110
2.260	-1.419	0.115
2.260	-1.473	0.099
2.260	-1.382	0.110
2.260	-1.385	0.112
2.260	-1.426	0.126
2.260	-1.372	0.097
2.260	-1.450	0.110
2.260	-1.394	0.101
2.260	-1.317	0.075
2.260	-1.462	0.083
2.260	-1.406	0.102
2.260	-1.433	0.102
2.260	-1.477	0.091
2.260	-1.387	0.098
2.260	-1.397	0.099
2.260	-1.392	0.103
2.260	-1.443	0.105
2.260	-1.376	0.104
2.260	-1.429	0.100
2.260	-1.448	0.099
2.260	-1.396	0.096
2.260	-1.342	0.088
2.260	-1.387	0.111
2.260	-1.425	0.104
2.260	-1.395	0.103
2.260	-1.407	0.106
2.260	-1.402	0.107
2.260	-1.418	0.104
2.260	-1.428	0.104
2.260	-1.427	0.100
2.260	-1.419	0.105
2.260	-1.392	0.115
2.260	-1.399	0.116
2.260	-1.413	0.103
2.260	-1.469	0.103
2.260	-1.465	0.103
2.260	-1.444	0.098
2.260	-1.409	0.105
2.260	-1.435	0.114
2.260	-1.420	0.113
2.260	-1.411	0.104
2.260	-1.377	0.106
2.260	-1.451	0.099
2.260	-1.394	0.105
2.260	-1.445	0.107
2.260	-1.412	0.098
2.260	-1.385	0.119
2.260	-1.420	0.102
2.260	-1.452	0.100
2.260	-1.426	0.098
2.260	-1.392	0.129
2.260	-1.435	0.100
2.260	-1.430	0.114
2.260	-1.481	0.095
2.260	-1.453	0.110
2.260	-1.404	0.111
2.260	-1.413	0.103
2.260	-1.444	0.108
2.260	-1.396	0.121
2.260	-1.396	0.108
2.260	-1.438	0.115
2.260	-1.458	0.084
2.260	-1.422	0.115
2.260	-1.409	0.114
2.260	-1.417	0.111
2.260	-1.446	0.095
2.260	-1.425	0.128
2.260	-1.451	0.094
2.260	-1.458	0.112
2.260	-1.341	0.084
2.260	-1.371	0.096
2.260	-1.406	0.105
2.260	-1.392	0.121
2.260	-1.407	0.121
2.260	-1.419	0.112
2.260	-1.446	0.105
2.260	-1.437	0.118
2.260	-1.397	0.106
2.260	-1.359	0.103
2.260	-1.459	0.097
2.260	-1.462	0.116
2.260	-1.459	0.099
2.260	-1.451	0.110
2.260	-1.443	0.114
2.260	-1.420	0.115
2.260	-1.445	0.104
2.260	-1.370	0.093
2.260	-1.375	0.107
2.260	-1.415	0.118
2.260	-1.447	0.110
2.260	-1.440	0.106
2.260	-1.401	0.098
2.260	-1.446	0.093
2.260	-1.470	0.095
2.260	-1.425	0.115
2.260	-1.454	0.102
2.260	-1.429	0.087
2.260	-1.448	0.098
2.260	-1.394	0.107
2.260	-1.438	0.109
2.260	-1.386	0.098
2.260	-1.403	0.093
2.260	-1.426	0.132
2.260	-1.453	0.101
2.260	-1.446	0.094
2.260	-1.421	0.098
2.260	-1.390	0.115
2.260	-1.442	0.089
2.260	-1.417	0.097
2.260	-1.429	0.094
2.260	-1.414	0.092
2.260	-1.319	0.095
2.260	-1.394	0.108
2.260	-1.435	0.091
2.260	-1.450	0.101
2.260	-1.448	0.101
2.260	-1.326	0.087
2.260	-1.442	0.102
2.260	-1.447	0.104
2.260	-1.405	0.096
2.260	-1.405	0.111
2.260	-1.454	0.101
2.260	-1.428	0.099
2.260	-1.410	0.110
2.260	-1.445	0.107
2.260	-1.377	0.113
2.260	-1.415	0.112
2.260	-1.426	0.101
2.260	-1.447	0.105
2.260	-1.479	0.089
2.260	-1.405	0.099
2.260	-1.372	0.116
2.260	-1.431	0.112
2.260	-1.397	0.099
2.260	-1.429	0.113
2.260	-1.415	0.098
2.260	-1.376	0.102
2.260	-1.461	0.101
2.260	-1.319	0.077
2.260	-1.409	0.104
2.260	-1.403	0.104
2.260	-1.451	0.103
2.260	-1.392	0.103
2.260	-1.443	0.113
2.260	-1.345	0.096
2.260	-1.452	0.098
2.260	-1.376	0.106
2.260	-1.407	0.111
2.260	-1.441	0.096
2.260	-1.435	0.110
2.260	-1.420	0.109
2.260	-1.442	0.099
2.260	-1.312	0.086
2.260	-1.437	0.103
2.260	-1.416	0.106
2.260	-1.416	0.104
2.260	-1.369	0.104
2.260	-1.391	0.104
2.260	-1.374	0.099
2.260	-1.447	0.109
2.260	-1.387	0.101
2.260	-1.443	0.101
2.260	-1.402	0.104
2.260	-1.438	0.106
2.260	-1.458	0.109
2.260	-1.305	0.074
2.260	-1.350	0.105
2.260	-1.434	0.130
2.260	-1.424	0.115
2.260	-1.363	0.108
2.260	-1.383	0.092
2.260	-1.408	0.093
2.260	-1.456	0.092
2.260	-1.428	0.109
2.260	-1.376	0.107
2.260	-1.403	0.109
2.260	-1.462	0.097
2.260	-1.437	0.097
2.260	-1.438	0.104
2.260	-1.366	0.109
2.260	-1.454	0.088
2.260	-1.435	0.105
2.260	-1.310	0.084
2.260	-1.388	0.112
2.260	-1.436	0.099
2.260	-1.432	0.100
2.260	-1.424	0.102
2.260	-1.455	0.086
2.260	-1.356	0.099
2.260	-1.318	0.070
2.260	-1.364	0.107
2.260	-1.450	0.100
2.260	-1.410	0.110
2.260	-1.403	0.107
2.260	-1.374	0.084
2.260	-1.432	0.091
2.260	-1.321	0.093
2.260	-1.374	0.098
2.260	-1.409	0.101
2.260	-1.472	0.119
2.260	-1.414	0.113
2.260	-1.473	0.103
2.260	-1.422	0.104
2.260	-1.427	0.095
2.260	-1.440	0.112
2.260	-1.395	0.103
2.260	-1.457	0.098
2.260	-1.409	0.118
2.260	-1.363	0.104
2.260	-1.435	0.102
2.260	-1.423	0.103
2.260	-1.419	0.084
2.260	-1.417	0.096
2.260	-1.471	0.096
2.260	-1.436	0.095
2.260	-1.387	0.111
2.260	-1.465	0.105
2.260	-1.357	0.100
2.260	-1.394	0.110
2.260	-1.440	0.110
2.260	-1.428	0.117
2.260	-1.401	0.105
2.260	-1.323	0.088
2.260	-1.360	0.094
2.260	-1.421	0.116
2.260	-1.347	0.089
2.260	-1.366	0.101
2.260	-1.384	0.099
2.260	-1.409	0.101
2.260	-1.468	0.097
2.260	-1.466	0.092
2.260	-1.465	0.093
2.260	-1.436	0.127
2.260	-1.400	0.101
2.260	-1.460	0.098
2.260	-1.353	0.102
2.260	-1.458	0.106
2.260	-1.379	0.094
2.260	-1.332	0.077
2.260	-1.400	0.102
2.260	-1.422	0.112
2.260	-1.379	0.127
2.260	-1.455	0.104
2.260	-1.398	0.122
2.260	-1.451	0.108
2.260	-1.444	0.104
2.260	-1.410	0.109
2.260	-1.478	0.092
2.260	-1.441	0.091
2.260	-1.317	0.074
2.260	-1.305	0.072
2.260	-1.385	0.122
2.260	-1.472	0.089
2.260	-1.374	0.124
2.260	-1.421	0.100
2.260	-1.449	0.106
2.260	-1.434	0.117
2.260	-1.430	0.106
2.260	-1.454	0.099
2.260	-1.392	0.106
2.260	-1.393	0.125
2.260	-1.381	0.116
2.260	-1.457	0.101
2.260	-1.408	0.106
2.260	-1.445	0.112
2.260	-1.422	0.102
2.260	-1.386	0.113
2.260	-1.388	0.113
2.260	-1.463	0.096
2.260	-1.456	0.098
2.260	-1.450	0.104
2.260	-1.456	0.102
2.260	-1.442	0.090
2.260	-1.417	0.105
2.260	-1.306	0.074
2.260	-1.434	0.101
2.260	-1.431	0.114
2.260	-1.457	0.102
2.260	-1.448	0.104
2.260	-1.459	0.095
2.260	-1.416	0.111
2.260	-1.381	0.120
2.260	-1.459	0.106
2.260	-1.418	0.089
2.260	-1.396	0.109
2.260	-1.419	0.106
2.260	-1.403	0.096
2.260	-1.344	0.094
2.260	-1.430	0.115
2.260	-1.447	0.096
2.260	-1.432	0.102
2.260	-1.447	0.100
2.260	-1.357	0.080
2.260	-1.378	0.117
2.260	-1.408	0.118
2.260	-1.423	0.114
2.260	-1.403	0.107
2.260	-1.432	0.116
2.260	-1.447	0.099
2.260	-1.403	0.095
2.260	-1.461	0.097
2.260	-1.454	0.094
2.260	-1.444	0.109
2.260	-1.443	0.094
2.260	-1.412	0.094
2.260	-1.326	0.094
2.260	-1.396	0.110
2.260	-1.444	0.098
2.260	-1.393	0.121
2.260	-1.429	0.116
2.260	-1.366	0.089
2.260	-1.388	0.109
2.260	-1.419	0.109
2.260	-1.419	0.117
2.260	-1.435	0.106
2.260	-1.412	0.098
2.260	-1.450	0.099
2.260	-1.459	0.102
2.260	-1.438	0.102
2.260	-1.420	0.102
2.260	-1.442	0.090
2.260	-1.473	0.101
2.260	-1.432	0.110
2.260	-1.377	0.115
2.260	-1.358	0.106
2.260	-1.423	0.110
2.260	-1.426	0.107
2.260	-1.396	0.119
2.260	-1.452	0.114
2.260	-1.417	0.106
2.260	-1.420	0.109
2.260	-1.424	0.095
2.260	-1.347	0.093
2.260	-1.404	0.100
2.260	-1.438	0.103
2.260	-1.409	0.118
2.260	-1.378	0.097
2.260	-1.445	0.117
2.260	-1.401	0.109
2.260	-1.457	0.099
2.260	-1.456	0.093
2.260	-1.479	0.094
2.260	-1.387	0.096
2.260	-1.379	0.101
2.260	-1.389	0.094
2.260	-1.435	0.107
2.260	-1.381	0.105
2.260	-1.398	0.114
2.260	-1.432	0.113
2.260	-1.335	0.118
2.260	-1.433	0.099
2.260	-1.432	0.107
2.260	-1.432	0.113
2.260	-1.425	0.088
2.260	-1.435	0.111
2.260	-1.415	0.092
2.260	-1.456	0.100
2.260	-1.382	0.126
2.260	-1.406	0.101
2.260	-1.407	0.102
2.260	-1.391	0.114
2.260	-1.344	0.093
2.260	-1.428	0.102
2.260	-1.457	0.102
2.260	-1.449	0.112
2.260	-1.450	0.096
2.260	-1.401	0.106
2.260	-1.416	0.101
2.260	-1.410	0.105
2.260	-1.463	0.096
2.260	-1.467	0.095
2.260	-1.421	0.109
2.260	-1.446	0.087
2.260	-1.411	0.085
2.260	-1.392	0.106
2.260	-1.430	0.109
2.260	-1.396	0.134
2.260	-1.447	0.104
2.260	-1.428	0.118
2.260	-1.328	0.073
2.260	-1.478	0.089
2.260	-1.422	0.111
2.260	-1.409	0.106
2.260	-1.445	0.090
2.260	-1.396	0.110
2.260	-1.380	0.105
2.260	-1.412	0.112
2.260	-1.394	0.100
2.260	-1.347	0.108
2.260	-1.465	0.100
2.260	-1.474	0.096
2.260	-1.394	0.106
2.260	-1.402	0.108
2.260	-1.416	0.099
2.260	-1.463	0.100
2.260	-1.429	0.120
2.260	-1.427	0.100
2.260	-1.362	0.100
2.260	-1.345	0.096
2.260	-1.379	0.127
2.260	-1.368	0.079
2.260	-1.406	0.098
2.260	-1.443	0.093
2.260	-1.326	0.085
2.260	-1.447	0.108
2.260	-1.451	0.113
2.260	-1.392	0.116
2.260	-1.420	0.115
2.260	-1.390	0.099
2.260	-1.422	0.116
2.260	-1.396	0.111
2.260	-1.409	0.110
2.260	-1.426	0.095
2.260	-1.411	0.104
2.260	-1.396	0.124
2.260	-1.375	0.104
2.260	-1.436	0.112
2.260	-1.407	0.103
2.260	-1.368	0.117
2.260	-1.314	0.079
2.260	-1.422	0.110
2.260	-1.337	0.085
2.260	-1.370	0.090
2.260	-1.426	0.108
2.260	-1.474	0.103
2.260	-1.437	0.096
2.260	-1.388	0.115
2.260	-1.310	0.074
2.260	-1.390	0.093
2.260	-1.426	0.088
2.260	-1.424	0.100
2.260	-1.418	0.111
2.260	-1.422	0.096
2.260	-1.306	0.076
2.260	-1.414	0.127
2.260	-1.448	0.103
2.260	-1.353	0.106
2.260	-1.439	0.101
2.260	-1.350	0.106
2.260	-1.411	0.113
2.260	-1.408	0.118
2.260	-1.419	0.092
2.260	-1.377	0.096
2.260	-1.425	0.101
2.260	-1.402	0.109
2.260	-1.441	0.102
2.260	-1.467	0.109
2.260	-1.452	0.091
2.260	-1.344	0.094
2.260	-1.465	0.095
2.260	-1.382	0.117
2.260	-1.469	0.099
2.260	-1.376	0.111
2.260	-1.416	0.105
2.260	-1.424	0.116
2.260	-1.411	0.114
2.260	-1.389	0.115
2.260	-1.464	0.099
2.260	-1.456	0.097
2.260	-1.435	0.112
2.260	-1.446	0.112
2.260	-1.452	0.102
2.260	-1.392	0.096
2.260	-1.443	0.100
2.260	-1.442	0.103
2.260	-1.366	0.104
2.260	-1.365	0.117
2.260	-1.325	0.075
2.260	-1.429	0.103
2.260	-1.439	0.098
2.260	-1.454	0.097
2.260	-1.376	0.100
2.260	-1.436	0.109
2.260	-1.420	0.103
2.260	-1.430	0.095
2.260	-1.444	0.108
2.260	-1.393	0.105
2.260	-1.394	0.106
2.260	-1.425	0.113
2.260	-1.410	0.093
2.260	-1.445	0.107
2.260	-1.441	0.101
2.260	-1.469	0.100
2.260	-1.447	0.098
2.260	-1.475	0.088
2.260	-1.377	0.122
2.260	-1.434	0.122
2.260	-1.410	0.095
2.260	-1.432	0.134
2.260	-1.413	0.095
2.260	-1.352	0.097
2.260	-1.385	0.104
2.260	-1.378	0.123
2.260	-1.405	0.105
2.260	-1.464	0.099
2.260	-1.447	0.103
2.260	-1.407	0.110
2.260	-1.419	0.132
2.260	-1.406	0.111
2.260	-1.425	0.123
2.260	-1.475	0.092
2.260	-1.441	0.114
2.260	-1.433	0.108
2.260	-1.440	0.120
2.260	-1.417	0.093
2.260	-1.450	0.089
2.260	-1.459	0.112
2.260	-1.372	0.106
2.260	-1.312	0.078
2.260	-1.433	0.111
2.260	-1.403	0.100
2.260	-1.386	0.127
2.260	-1.432	0.105
2.260	-1.422	0.108
2.260	-1.447	0.110
2.260	-1.469	0.100
2.260	-1.394	0.089
2.260	-1.365	0.096
2.260	-1.438	0.090
2.260	-1.410	0.114
2.260	-1.470	0.088
2.260	-1.442	0.119
2.260	-1.402	0.100
2.260	-1.383	0.100
2.260	-1.419	0.115
2.260	-1.463	0.094
2.260	-1.456	0.105
2.260	-1.339	0.093
2.260	-1.441	0.109
2.260	-1.403	0.115
2.260	-1.457	0.106
2.260	-1.402	0.125
2.260	-1.403	0.099
2.260	-1.443	0.105
2.260	-1.387	0.112
2.260	-1.432	0.115
2.260	-1.441	0.110
2.260	-1.332	0.104
2.260	-1.413	0.099
2.260	-1.470	0.096
2.260	-1.322	0.092
2.260	-1.372	0.097
2.260	-1.388	0.121
2.260	-1.428	0.102
2.260	-1.319	0.081
2.260	-1.440	0.102
2.260	-1.401	0.095
2.260	-1.326	0.076
2.260	-1.436	0.087
2.260	-1.396	0.107
2.260	-1.364	0.099
2.260	-1.384	0.119
2.260	-1.399	0.105
2.260	-1.446	0.117
2.260	-1.379	0.092
2.260	-1.404	0.103
2.260	-1.391	0.104
2.260	-1.379	0.092
2.260	-1.308	0.071
2.260	-1.397	0.112
2.260	-1.426	0.113
2.260	-1.428	0.103
2.260	-1.387	0.110
2.260	-1.419	0.111
2.260	-1.455	0.102
2.260	-1.357	0.099
2.260	-1.406	0.111
2.260	-1.409	0.099
2.260	-1.451	0.106
2.260	-1.408	0.110
2.260	-1.420	0.122
2.260	-1.450	0.120
2.260	-1.427	0.112
2.260	-1.390	0.106
2.260	-1.366	0.108
2.260	-1.404	0.108
2.260	-1.400	0.104
2.260	-1.461	0.095
2.260	-1.368	0.095
2.260	-1.451	0.102
2.260	-1.414	0.123
2.260	-1.315	0.073
2.260	-1.415	0.100
2.260	-1.424	0.086
2.260	-1.436	0.106
2.260	-1.331	0.069
2.260	-1.445	0.092
2.260	-1.411	0.109
2.260	-1.420	0.099
2.260	-1.429	0.096
2.260	-1.427	0.102
2.260	-1.350	0.101
2.260	-1.421	0.111
2.260	-1.416	0.110
2.260	-1.430	0.101
2.260	-1.394	0.112
2.260	-1.424	0.109
2.260	-1.416	0.101
2.260	-1.393	0.103
2.260	-1.396	0.095
2.260	-1.409	0.109
2.260	-1.389	0.129
2.260	-1.391	0.092
2.260	-1.406	0.127
2.260	-1.438	0.114
2.260	-1.461	0.111
2.260	-1.426	0.096
2.260	-1.400	0.114
2.260	-1.372	0.104
2.260	-1.422	0.105
2.260	-1.419	0.108
2.260	-1.430	0.095
2.260	-1.410	0.086
2.260	-1.429	0.119
2.260	-1.440	0.101
2.260	-1.405	0.107
2.260	-1.313	0.074
2.260	-1.456	0.113
2.260	-1.426	0.123
2.260	-1.392	0.127
2.260	-1.334	0.106
2.260	-1.380	0.096
2.260	-1.457	0.097
2.260	-1.446	0.115
2.260	-1.467	0.094
2.260	-1.378	0.108
2.260	-1.390	0.099
2.260	-1.401	0.118
2.260	-1.440	0.101
2.260	-1.404	0.100
2.260	-1.354	0.100
2.260	-1.302	0.084
2.260	-1.449	0.094
2.260	-1.456	0.099
2.260	-1.417	0.113
2.260	-1.364	0.106
2.260	-1.426	0.127
2.260	-1.440	0.104
2.260	-1.430	0.101
2.260	-1.449	0.091
2.260	-1.380	0.119
2.260	-1.435	0.105
2.260	-1.461	0.104
2.260	-1.348	0.090
2.260	-1.468	0.091
2.260	-1.322	0.078
2.260	-1.421	0.115
2.260	-1.372	0.095
2.260	-1.445	0.099
2.260	-1.362	0.094
2.260	-1.420	0.111
2.260	-1.401	0.099
2.260	-1.383	0.096
2.260	-1.454	0.087
2.260	-1.413	0.102
2.260	-1.387	0.110
2.260	-1.409	0.111
2.260	-1.447	0.093
2.260	-1.376	0.105
2.260	-1.380	0.109
2.260	-1.377	0.105
2.260	-1.447	0.092
2.260	-1.387	0.110
2.260	-1.411	0.107
2.260	-1.435	0.096
2.260	-1.431	0.117
2.260	-1.396	0.126
2.260	-1.327	0.090
2.260	-1.295	0.075
2.260	-1.430	0.110
2.260	-1.484	0.102
2.260	-1.446	0.098
2.260	-1.461	0.104
2.260	-1.423	0.123
2.260	-1.384	0.106
2.260	-1.380	0.103
2.260	-1.392	0.118
2.260	-1.336	0.079
2.260	-1.408	0.115
2.260	-1.373	0.095
2.260	-1.454	0.100
2.260	-1.337	0.079
2.260	-1.417	0.097
2.260	-1.421	0.104
2.260	-1.419	0.111
2.260	-1.386	0.110
2.260	-1.468	0.092
2.260	-1.418	0.105
2.260	-1.371	0.094
2.260	-1.402	0.096
2.260	-1.440	0.108
2.260	-1.417	0.092
2.260	-1.381	0.089
2.260	-1.353	0.109
2.260	-1.440	0.094
2.260	-1.404	0.098
2.260	-1.370	0.109
2.260	-1.354	0.094
2.260	-1.444	0.116
2.260	-1.418	0.099
2.260	-1.385	0.098
2.260	-1.389	0.091
2.260	-1.485	0.094
2.260	-1.479	0.097
2.260	-1.448	0.113
2.260	-1.425	0.109
2.260	-1.413	0.092
2.260	-1.317	0.078
2.260	-1.357	0.115
2.260	-1.423	0.094
2.260	-1.415	0.102
2.260	-1.436	0.096
2.260	-1.384	0.114
2.260	-1.457	0.096
2.260	-1.480	0.090
2.260	-1.420	0.115
2.260	-1.450	0.088
2.260	-1.381	0.095
2.260	-1.446	0.111
2.260	-1.436	0.106
2.260	-1.408	0.091
2.260	-1.434	0.103
2.260	-1.431	0.106
2.260	-1.299	0.074
2.260	-1.408	0.111
2.260	-1.395	0.094
2.260	-1.405	0.122
2.260	-1.449	0.104
2.260	-1.378	0.081
2.260	-1.443	0.101
2.260	-1.385	0.103
2.260	-1.472	0.095
2.260	-1.414	0.114
2.260	-1.434	0.102
2.260	-1.422	0.107
2.260	-1.449	0.105
2.260	-1.408	0.107
2.260	-1.335	0.076
2.260	-1.420	0.103
2.260	-1.337	0.080
2.260	-1.417	0.088
2.260	-1.453	0.100
2.260	-1.424	0.110
2.260	-1.360	0.103
2.260	-1.396	0.079
2.260	-1.444	0.098
2.260	-1.423	0.115
2.260	-1.434	0.111
2.260	-1.421	0.086
2.260	-1.462	0.103
2.260	-1.441	0.105
2.260	-1.411	0.116
2.260	-1.461	0.096
2.260	-1.448	0.099
2.260	-1.386	0.109
2.260	-1.439	0.088
2.260	-1.475	0.096
2.260	-1.413	0.113
2.260	-1.428	0.116
2.260	-1.440	0.107
2.260	-1.461	0.106
2.260	-1.424	0.106
2.260	-1.385	0.095
2.260	-1.418	0.123
2.260	-1.389	0.105
2.260	-1.456	0.106
2.260	-1.466	0.095
2.260	-1.361	0.105
2.260	-1.425	0.099
2.260	-1.449	0.100
2.260	-1.435	0.107
2.260	-1.318	0.078
2.260	-1.456	0.108
2.260	-1.394	0.098
2.260	-1.446	0.097
2.260	-1.409	0.095
2.260	-1.457	0.114
2.260	-1.446	0.125
2.260	-1.392	0.098
2.260	-1.433	0.108
2.260	-1.466	0.106
2.260	-1.462	0.092
2.260	-1.328	0.085
2.260	-1.451	0.102
2.260	-1.378	0.113
2.260	-1.426	0.098
2.260	-1.412	0.109
2.260	-1.430	0.121
2.260	-1.457	0.096
2.260	-1.429	0.096
2.260	-1.459	0.094
2.260	-1.433	0.102
2.260	-1.406	0.113
2.260	-1.437	0.091
2.260	-1.460	0.097
2.260	-1.400	0.114
2.260	-1.423	0.119
2.260	-1.369	0.116
2.260	-1.394	0.133
2.260	-1.364	0.087
2.260	-1.440	0.096
2.260	-1.436	0.111
2.260	-1.465	0.097
2.260	-1.378	0.090
2.260	-1.343	0.104
2.260	-1.441	0.098
2.260	-1.424	0.108
2.260	-1.465	0.095
2.260	-1.428	0.109
2.260	-1.398	0.106
2.260	-1.443	0.115
2.260	-1.445	0.107
2.260	-1.435	0.105
2.260	-1.464	0.113
2.260	-1.432	0.094
2.260	-1.417	0.108
2.260	-1.415	0.121
2.260	-1.379	0.105
2.260	-1.392	0.109
2.260	-1.418	0.120
2.260	-1.451	0.100
2.260	-1.376	0.101
2.260	-1.436	0.121
2.260	-1.382	0.129
2.260	-1.385	0.100
2.260	-1.370	0.098
2.260	-1.379	0.114
2.260	-1.431	0.103
2.260	-1.439	0.099
2.260	-1.412	0.116
2.260	-1.336	0.102
2.260	-1.376	0.126
2.260	-1.442	0.104
2.260	-1.439	0.109
2.260	-1.381	0.103
2.260	-1.381	0.088
2.260	-1.451	0.111
2.260	-1.414	0.093
2.260	-1.422	0.110
2.260	-1.386	0.098
2.260	-1.354	0.107
2.260	-1.372	0.095
2.260	-1.392	0.121
2.260	-1.473	0.100
2.260	-1.464	0.099
2.260	-1.454	0.101
2.260	-1.457	0.101
2.260	-1.386	0.117
2.260	-1.481	0.085
2.260	-1.373	0.096
2.260	-1.447	0.101
2.260	-1.437	0.118
2.260	-1.441	0.089
2.260	-1.454	0.088
2.260	-1.435	0.105
2.260	-1.453	0.093
2.260	-1.439	0.101
2.260	-1.422	0.096
2.260	-1.451	0.106
2.260	-1.431	0.120
2.260	-1.458	0.098
2.260	-1.436	0.096
2.260	-1.362	0.093
2.260	-1.411	0.105
2.260	-1.398	0.104
2.260	-1.474	0.091
2.260	-1.429	0.104
2.260	-1.455	0.089
2.260	-1.394	0.108
2.260	-1.340	0.085
2.260	-1.441	0.106
2.260	-1.443	0.107
2.260	-1.473	0.099
2.260	-1.394	0.097
2.260	-1.428	0.084
2.260	-1.430	0.100
2.260	-1.428	0.131
2.260	-1.415	0.115
2.260	-1.429	0.105
2.260	-1.321	0.088
2.260	-1.373	0.106
2.260	-1.441	0.090
2.260	-1.472	0.092
2.260	-1.450	0.090
2.260	-1.405	0.108
2.260	-1.367	0.095
2.260	-1.397	0.102
2.260	-1.414	0.112
2.260	-1.387	0.107
2.260	-1.432	0.111
2.260	-1.443	0.099
2.260	-1.348	0.095
2.260	-1.424	0.117
2.260	-1.406	0.121
2.260	-1.432	0.105
2.260	-1.373	0.114
2.260	-1.403	0.097
2.260	-1.312	0.090
2.260	-1.407	0.113
2.260	-1.462	0.120
2.260	-1.444	0.090
2.260	-1.431	0.104
2.260	-1.377	0.102
2.260	-1.456	0.100
2.260	-1.484	0.086
2.260	-1.434	0.099
2.260	-1.447	0.102
2.260	-1.377	0.116
2.260	-1.431	0.116
2.260	-1.416	0.113
2.260	-1.468	0.102
2.260	-1.411	0.107
2.260	-1.454	0.106
2.260	-1.345	0.080
2.260	-1.411	0.086
2.260	-1.431	0.105
2.260	-1.456	0.088
2.260	-1.431	0.098
2.260	-1.355	0.091
2.260	-1.392	0.111
2.260	-1.457	0.086
2.260	-1.464	0.123
2.260	-1.398	0.117
2.260	-1.383	0.128
2.260	-1.372	0.107
2.260	-1.434	0.095
2.260	-1.379	0.117
2.260	-1.431	0.107
2.260	-1.409	0.121
2.260	-1.432	0.109
2.260	-1.366	0.098
2.260	-1.413	0.101
2.260	-1.383	0.097
2.260	-1.422	0.087
2.260	-1.396	0.095
2.260	-1.432	0.103
2.260	-1.381	0.109
2.260	-1.457	0.105
2.260	-1.428	0.105
2.260	-1.415	0.099
2.260	-1.441	0.116
2.260	-1.416	0.115
2.260	-1.394	0.109
2.260	-1.472	0.094
2.260	-1.497	0.092
2.260	-1.423	0.111
2.260	-1.389	0.104
2.260	-1.424	0.095
2.260	-1.479	0.081
2.260	-1.433	0.096
2.260	-1.401	0.108
2.260	-1.342	0.094
2.260	-1.460	0.102
2.260	-1.417	0.122
2.260	-1.328	0.074
2.260	-1.443	0.102
2.260	-1.400	0.097
2.260	-1.455	0.101
2.260	-1.414	0.115
2.260	-1.432	0.118
2.260	-1.460	0.086
2.260	-1.447	0.103
2.260	-1.438	0.101
2.260	-1.440	0.097
2.260	-1.392	0.105
2.260	-1.337	0.079
2.260	-1.459	0.110
2.260	-1.402	0.105
2.260	-1.392	0.101
2.260	-1.429	0.105
2.260	-1.436	0.110
2.260	-1.408	0.118
2.260	-1.368	0.107
2.260	-1.320	0.076
2.260	-1.413	0.098
2.260	-1.410	0.102
2.260	-1.452	0.103
2.260	-1.441	0.108
2.260	-1.485	0.099
2.260	-1.459	0.102
2.260	-1.427	0.111
2.260	-1.457	0.104
2.260	-1.399	0.119
2.260	-1.428	0.108
2.260	-1.477	0.104
2.260	-1.442	0.107
2.260	-1.444	0.109
2.260	-1.469	0.102
2.260	-1.459	0.100
2.260	-1.393	0.106
2.260	-1.459	0.098
2.260	-1.447	0.103
2.260	-1.329	0.076
2.260	-1.383	0.112
2.260	-1.470	0.091
2.260	-1.307	0.080
2.260	-1.430	0.110
2.260	-1.441	0.127
2.260	-1.422	0.111
2.260	-1.424	0.117
2.260	-1.449	0.117
2.260	-1.447	0.097
2.260	-1.451	0.102
2.260	-1.381	0.105
2.260	-1.422	0.102
2.260	-1.396	0.121
2.260	-1.447	0.095
2.260	-1.422	0.101
2.260	-1.417	0.123
2.260	-1.428	0.100
2.260	-1.314	0.078
2.260	-1.439	0.104
2.260	-1.406	0.110
2.260	-1.418	0.107
2.260	-1.365	0.129
2.260	-1.426	0.115
2.260	-1.441	0.108
2.260	-1.295	0.066
2.260	-1.437	0.108
2.260	-1.298	0.071
2.260	-1.407	0.120
2.260	-1.389	0.104
2.260	-1.435	0.089
2.260	-1.359	0.089
2.260	-1.429	0.110
2.260	-1.302	0.075
2.260	-1.423	0.110
